SMILES,Name,InChI,Formula,MW,LogP,pKd,Structure,Synthesize,Chemical,SA_Score,SA_Score_Binary,Dataset,ID
CC(=O)N(O)CCC1=NN=C(C2=C(CS)C(O)=CN=C2)S1,1/000000302,"InChI=1S/C12H14N4O3S2/c1-7(17)16(19)3-2-11-14-15-12(21-11)8-4-13-5-10(18)9(8)6-20/h4-5,18-20H,2-3,6H2,1H3",C12H14N4O3S2,326.0,0.57,4.02,8.0,24.6,-140.0,3.3808741244109495,1,HIGHDIVERSITY_CRAFT,HighDiv_1562
O=C1C=C(C2=C(S)C(O)=CN=C2CCF)C=CN1,1/000000301,"InChI=1S/C12H11FN2O2S/c13-3-1-8-11(12(18)9(16)6-15-8)7-2-4-14-10(17)5-7/h2,4-6,16H,1,3H2,(H,14,17)(H,15,18)",C12H11N2O2SF,266.0,1.24,4.02,7.75,19.6,-160.0,3.420023118299608,1,HIGHDIVERSITY_CRAFT,HighDiv_1563
CNCC1(NC(=O)C#CC2=C(O)C(O)=CN=C2)CCCCC1,1/000000180,"InChI=1S/C16H21N3O3/c1-17-11-16(7-3-2-4-8-16)19-14(21)6-5-12-9-18-10-13(20)15(12)22/h9-10,17,20H,2-4,7-8,11H2,1H3,(H,18,22)(H,19,21)",C16H21N3O3,303.0,1.25,4.02,7.12,20.2,-170.0,3.4332657889485434,1,HIGHDIVERSITY_CRAFT,HighDiv_1564
C#CC1=NC=C(O)C(O)=C1C#CC(=O)NCCC(=O)O,1/000000517,"InChI=1S/C13H10N2O5/c1-2-9-8(13(20)10(16)7-15-9)3-4-11(17)14-6-5-12(18)19/h1,7,16H,5-6H2,(H,14,17)(H,15,20)(H,18,19)",C13H10N2O5,274.0,0.15,4.01,5.84,22.8,0.0,3.414169641545283,1,HIGHDIVERSITY_CRAFT,HighDiv_1565
O=C(O)N1N=CC2=C1C(F)=CC(C/C=C/[C@@H]1CCCN1)=C2,22/000000008,"InChI=1S/C15H16FN3O2/c16-13-8-10(3-1-4-12-5-2-6-17-12)7-11-9-18-19(14(11)13)15(20)21/h1,4,7-9,12,17H,2-3,5-6H2,(H,20,21)/b4-1+/t12-/m1/s1",C15H15N3O2F,288.0,2.08,4.01,1.98,3.58,-190.0,3.738728999043836,1,HIGHDIVERSITY_CRAFT,HighDiv_1566
C/C=C/CC1=C(O)C(O)=C(C#CC(=O)N[C@H]2CCNC2)C=N1,1/000000165,"InChI=1S/C16H19N3O3/c1-2-3-4-13-16(22)15(21)11(9-18-13)5-6-14(20)19-12-7-8-17-10-12/h2-3,9,12,17,22H,4,7-8,10H2,1H3,(H,18,21)(H,19,20)/b3-2+/t12-/m0/s1",C16H19N3O3,301.0,0.88,4.01,2.6,21.2,-170.0,3.970488959123484,1,HIGHDIVERSITY_CRAFT,HighDiv_1567
C=CC1=C(C(=O)C#C[C@@H](O)C2=CC=CC=C2O)OC=C1,30/000000006,"InChI=1S/C16H12O4/c1-2-11-9-10-20-16(11)15(19)8-7-14(18)12-5-3-4-6-13(12)17/h2-6,9-10,14,17-18H,1H2/t14-/m1/s1",C16H12O4,268.0,1.79,4.01,3.82,3.58,-150.0,3.685229031145961,1,HIGHDIVERSITY_CRAFT,HighDiv_1568
O=C(O)N1N=CC2=C1C(F)=CC(C/C=C/[C@@H]1CC=NO1)=C2,22/000000007,"InChI=1S/C14H12FN3O3/c15-12-7-9(2-1-3-11-4-5-17-21-11)6-10-8-16-18(13(10)12)14(19)20/h1,3,5-8,11H,2,4H2,(H,19,20)/b3-1+/t11-/m1/s1",C14H11N3O3F,288.0,2.54,4.01,2.94,3.58,-190.0,4.149242075966913,1,HIGHDIVERSITY_CRAFT,HighDiv_1569
O=[N+]([O-])C1=CN=C(CONC[C@H](Cl)CC2=CSN=N2)N1,13/000000001,"InChI=1S/C9H11ClN6O3S/c10-6(1-7-5-20-15-14-7)2-12-19-4-8-11-3-9(13-8)16(17)18/h3,5-6,12H,1-2,4H2,(H,11,13)/t6-/m1/s1",C9H11N6O3SCl,318.0,2.38,4.01,-0.91,3.58,-190.0,4.310243157808772,1,HIGHDIVERSITY_CRAFT,HighDiv_1570
CCNC(=O)C#CC1=C(O)C(O)=CN=C1CC(=O)O,1/000000191,"InChI=1S/C12H12N2O5/c1-2-13-10(16)4-3-7-8(5-11(17)18)14-6-9(15)12(7)19/h6,15H,2,5H2,1H3,(H,13,16)(H,14,19)(H,17,18)",C12H12N2O5,264.0,-0.04,4.01,6.68,19.4,-20.0,3.247183785153476,1,HIGHDIVERSITY_CRAFT,HighDiv_1571
O=C(O)CC1=C(Br)C=C(O)C(OCCCO)=C1,28/000000011,"InChI=1S/C11H13BrO5/c12-8-6-9(14)10(17-3-1-2-13)4-7(8)5-11(15)16/h4,6,13-14H,1-3,5H2,(H,15,16)",C11H13O5Br,305.0,1.41,4.01,5.13,5.09,0.0,2.270322100235205,1,HIGHDIVERSITY_CRAFT,HighDiv_1572
CCC1=NC=C(O)C(O)=C1C#CC(=O)NC,1/000000371,"InChI=1S/C11H12N2O3/c1-3-8-7(4-5-10(15)12-2)11(16)9(14)6-13-8/h6,14H,3H2,1-2H3,(H,12,15)(H,13,16)",C11H12N2O3,220.0,0.59,4.0,4.54,15.4,-80.0,3.341779960142608,1,HIGHDIVERSITY_CRAFT,HighDiv_1573
CCC1=C(C(=O)C#C[C@@H](O)C2=CC=CC=C2O)OC=C1,30/000000026,"InChI=1S/C16H14O4/c1-2-11-9-10-20-16(11)15(19)8-7-14(18)12-5-3-4-6-13(12)17/h3-6,9-10,14,17-18H,2H2,1H3/t14-/m1/s1",C16H14O4,270.0,1.75,4.0,3.05,3.58,-170.0,3.479534525651455,1,HIGHDIVERSITY_CRAFT,HighDiv_1574
C=CC1=C(C(=O)O)C(C2=CNNC2)=CC(=O)O1,12/000000002,"InChI=1S/C11H10N2O4/c1-2-8-10(11(15)16)7(3-9(14)17-8)6-4-12-13-5-6/h2-4,12-13H,1,5H2,(H,15,16)",C11H9N2O4,233.0,0.27,4.0,5.9,20.6,-120.0,3.837147105572143,1,HIGHDIVERSITY_CRAFT,HighDiv_1575
O=C(N[SH](=O)=O)C1=CC(O)=C(O)C(S)=C1,3/000000088,"InChI=1S/C7H7NO5S2/c9-4-1-3(2-5(14)6(4)10)7(11)8-15(12)13/h1-2,9-10,14-15H,(H,8,11,12,13)",C7H7NO5S2,249.0,0.06,4.0,0.24,3.85,-40.0,3.801491698685574,1,HIGHDIVERSITY_CRAFT,HighDiv_1576
C[C@H](F)NC(=O)C#CC1=C(O)C(O)=CN=C1C[SH](=O)=O,1/000000528,"InChI=1S/C11H11FN2O5S/c1-6(12)14-10(16)3-2-7-8(5-20(18)19)13-4-9(15)11(7)17/h4,6,15,20H,5H2,1H3,(H,13,17)(H,14,16)/t6-/m1/s1",C11H11N2O5SF,302.0,-0.17,4.0,5.97,23.6,-170.0,4.6958351217534675,1,HIGHDIVERSITY_CRAFT,HighDiv_1577
CCCNC(=O)C#CC1=C(O)C(O)=CN=C1,1/000000381,"InChI=1S/C11H12N2O3/c1-2-5-13-10(15)4-3-8-6-12-7-9(14)11(8)16/h6-7,14H,2,5H2,1H3,(H,12,16)(H,13,15)",C11H12N2O3,220.0,0.8,4.0,3.31,15.4,-20.0,3.1187243494742063,1,HIGHDIVERSITY_CRAFT,HighDiv_1578
COCC(=O)C1=CC(O)=C(O)C(S)=C1,3/000000081,"InChI=1S/C9H10O4S/c1-13-4-7(11)5-2-6(10)9(12)8(14)3-5/h2-3,10,12,14H,4H2,1H3",C9H10O4S,214.0,0.91,4.0,0.33,2.22,-20.0,2.788177467189019,1,HIGHDIVERSITY_CRAFT,HighDiv_1579
NCC1=C(C(N)=O)SC2=CC=C([S@+]([O-])C3=CC(O)=C(I)C=C3O)C=C12,12/000000275,"InChI=1S/C16H13IN2O4S2/c17-10-4-12(21)14(5-11(10)20)25(23)7-1-2-13-8(3-7)9(6-18)15(24-13)16(19)22/h1-5,20-21H,6,18H2,(H2,19,22)/t25-/m0/s1",C16H13N2O4S2I,488.0,0.73,5.68,6.63,24.6,-40.0,3.7832063432950953,1,HIGHDIVERSITY_LANAPDB,HighDiv_1580
C=CC1=C(C(N)=O)SC2=CC=C([S@+]([O-])C3=CC(O)=C(I)C=C3O)C=C12,12/000000150,"InChI=1S/C17H12INO4S2/c1-2-9-10-5-8(3-4-14(10)24-16(9)17(19)22)25(23)15-7-12(20)11(18)6-13(15)21/h2-7,20-21H,1H2,(H2,19,22)/t25-/m0/s1",C17H12NO4S2I,485.0,2.13,5.68,6.18,24.8,-40.0,3.8807178817566346,1,HIGHDIVERSITY_LANAPDB,HighDiv_1581
NC(=O)C1=C(CO)C2=CC([S@+]([O-])C3=CC(O)=C(I)C=C3O)=CC=C2S1,12/000000297,"InChI=1S/C16H12INO5S2/c17-10-4-12(21)14(5-11(10)20)25(23)7-1-2-13-8(3-7)9(6-19)15(24-13)16(18)22/h1-5,19-21H,6H2,(H2,18,22)/t25-/m0/s1",C16H12NO5S2I,489.0,0.8,5.5,6.07,24.4,-40.0,3.7643389224806167,1,HIGHDIVERSITY_LANAPDB,HighDiv_1582
COC1=C(I)C=C(O)C([S@@+]([O-])C2=CC=C3SC(C(N)=O)=CC3=C2)=C1,12/000000213,"InChI=1S/C16H12INO4S2/c1-22-12-7-15(11(19)6-10(12)17)24(21)9-2-3-13-8(4-9)5-14(23-13)16(18)20/h2-7,19H,1H3,(H2,18,20)/t24-/m0/s1",C16H12NO4S2I,473.0,2.01,5.48,7.39,23.2,-60.0,3.4831897210632228,1,HIGHDIVERSITY_LANAPDB,HighDiv_1583
NCC1=C(C(N)=O)SC2=CC=C([S@+]([O-])C3=CC(O)=C(I)C=C3O)C=C12,12/000000208,"InChI=1S/C16H13IN2O4S2/c17-10-4-12(21)14(5-11(10)20)25(23)7-1-2-13-8(3-7)9(6-18)15(24-13)16(19)22/h1-5,20-21H,6,18H2,(H2,19,22)/p+1/t25-/m0/s1",C16H14N2O4S2I,489.0,0.73,5.46,6.53,24.6,-40.0,4.16878507632677,1,HIGHDIVERSITY_LANAPDB,HighDiv_1584
N/C=C/CC1=CC2=CC([S@+]([O-])C3=CC(O)=C(I)C=C3O)=CC=C2OC1=O,12/000000100,"InChI=1S/C18H14INO5S/c19-13-8-15(22)17(9-14(13)21)26(24)12-3-4-16-11(7-12)6-10(2-1-5-20)18(23)25-16/h1,3-9,21-22H,2,20H2/b5-1+/t26-/m0/s1",C18H14NO5SI,483.0,2.03,5.4,4.0,24.1,-80.0,3.9389114065368656,1,HIGHDIVERSITY_LANAPDB,HighDiv_1585
CC1=C(C(N)=O)SC2=CC=C([S@+]([O-])C3=CC(O)=C(I)C=C3O)C=C12,12/000000072,"InChI=1S/C16H12INO4S2/c1-7-9-4-8(2-3-13(9)23-15(7)16(18)21)24(22)14-6-11(19)10(17)5-12(14)20/h2-6,19-20H,1H3,(H2,18,21)/t24-/m0/s1",C16H12NO4S2I,473.0,1.84,5.4,5.52,23.2,-60.0,3.579204277276241,1,HIGHDIVERSITY_LANAPDB,HighDiv_1586
CCC1=CC2=CC([S@+]([O-])C3=CC(O)=C(I)C=C3O)=CC=C2OC1=O,12/000000253,"InChI=1S/C17H13IO5S/c1-2-9-5-10-6-11(3-4-15(10)23-17(9)21)24(22)16-8-13(19)12(18)7-14(16)20/h3-8,19-20H,2H2,1H3/t24-/m0/s1",C17H13O5SI,456.0,2.59,5.38,4.4,21.1,-100.0,3.581247763021265,1,HIGHDIVERSITY_LANAPDB,HighDiv_1587
C=CC1=CC2=CC([S@+]([O-])C3=CC(O)=C(I)C=C3O)=CC=C2OC1=O,12/000000186,"InChI=1S/C17H11IO5S/c1-2-9-5-10-6-11(3-4-15(10)23-17(9)21)24(22)16-8-13(19)12(18)7-14(16)20/h2-8,19-20H,1H2/t24-/m0/s1",C17H11O5SI,454.0,2.63,5.34,4.03,22.1,-80.0,3.744023986797489,1,HIGHDIVERSITY_LANAPDB,HighDiv_1588
CCC1=C(C(N)=O)SC2=CC=C([S@+]([O-])C3=CC(O)=C(I)C=C3O)C=C12,12/000000068,"InChI=1S/C17H14INO4S2/c1-2-9-10-5-8(3-4-14(10)24-16(9)17(19)22)25(23)15-7-12(20)11(18)6-13(15)21/h3-7,20-21H,2H2,1H3,(H2,19,22)/t25-/m0/s1",C17H14NO4S2I,487.0,2.09,5.29,6.94,23.8,-60.0,3.697673764109576,1,HIGHDIVERSITY_LANAPDB,HighDiv_1589
CC(=O)CC1=CC2=CC([S@+]([O-])C3=CC(O)=C(I)C=C3O)=CC=C2OC1=O,12/000000124,"InChI=1S/C18H13IO6S/c1-9(20)4-11-5-10-6-12(2-3-16(10)25-18(11)23)26(24)17-8-14(21)13(19)7-15(17)22/h2-3,5-8,21-22H,4H2,1H3/t26-/m0/s1",C18H13O6SI,484.0,1.81,5.29,6.65,23.9,-100.0,3.623975247273594,1,HIGHDIVERSITY_LANAPDB,HighDiv_1590
C=CCC1=CC=C(C2=C(S)C(CO)=CC=C2C(=O)O)C=C1,10/000000017,"InChI=1S/C17H16O3S/c1-2-3-11-4-6-12(7-5-11)15-14(17(19)20)9-8-13(10-18)16(15)21/h2,4-9,18,21H,1,3,10H2,(H,19,20)",C17H16O3S,300.0,3.8,5.22,5.14,16.3,-160.0,2.5607688193711606,1,HIGHDIVERSITY_LANAPDB,HighDiv_1591
NCCCOC1=C(Cl)C(CCC2=CC(F)=C(O)C([N+](=O)[O-])=C2)=CC(N=O)=C1,11/000000048,"InChI=1S/C17H17ClFN3O5/c18-16-11(8-12(21-24)9-15(16)27-5-1-4-20)3-2-10-6-13(19)17(23)14(7-10)22(25)26/h6-9,23H,1-5,20H2",C17H17N3O5FCl,397.0,3.25,5.21,4.6,6.45,-40.0,3.02285278096484,1,HIGHDIVERSITY_LANAPDB,HighDiv_1592
CC1=CC2=CC([S@+]([O-])C3=CC(O)=C(I)C=C3O)=CC=C2OC1=O,12/000000231,"InChI=1S/C16H11IO5S/c1-8-4-9-5-10(2-3-14(9)22-16(8)20)23(21)15-7-12(18)11(17)6-13(15)19/h2-7,18-19H,1H3/t23-/m0/s1",C16H11O5SI,442.0,2.34,5.2,4.3,20.5,-100.0,3.5717175691679177,1,HIGHDIVERSITY_LANAPDB,HighDiv_1593
O=C1OC2=CC=C([S@+]([O-])C3=CC(O)=C(I)C=C3O)C=C2C=C1CF,12/000000218,"InChI=1S/C16H10FIO5S/c17-7-9-3-8-4-10(1-2-14(8)23-16(9)21)24(22)15-6-12(19)11(18)5-13(15)20/h1-6,19-20H,7H2/t24-/m0/s1",C16H10O5SFI,460.0,2.44,5.19,4.32,23.2,-80.0,3.723307203580704,1,HIGHDIVERSITY_LANAPDB,HighDiv_1594
O=C(O)C1=CC=CC(C2=C(S)C=CC([N+](=O)[O-])=C2)=C1,10/000000041,"InChI=1S/C13H9NO4S/c15-13(16)9-3-1-2-8(6-9)11-7-10(14(17)18)4-5-12(11)19/h1-7,19H,(H,15,16)",C13H9NO4S,275.0,3.85,5.19,6.85,3.72,-160.0,2.1793190618677123,1,HIGHDIVERSITY_LANAPDB,HighDiv_1595
NC1=NC2=CC=C([S@+]([O-])C3=CC(O)=C(I)C=C3O)C=C2C=C1,12/000000065,"InChI=1S/C15H11IN2O3S/c16-10-6-13(20)14(7-12(10)19)22(21)9-2-3-11-8(5-9)1-4-15(17)18-11/h1-7,19-20H,(H2,17,18)/t22-/m0/s1",C15H11N2O3SI,426.0,2.46,5.15,3.81,17.3,-80.0,3.48092630200271,1,HIGHDIVERSITY_LANAPDB,HighDiv_1596
C/C(=C\CC1=CNC=C1C(=O)C1=NN(C(=O)O)C=C1Br)CO,3/000000044,"InChI=1S/C14H14BrN3O4/c1-8(7-19)2-3-9-4-16-5-10(9)13(20)12-11(15)6-18(17-12)14(21)22/h2,4-6,16,19H,3,7H2,1H3,(H,21,22)/b8-2+",C14H13N3O4Br,367.0,0.3,5.13,9.34,5.09,-20.0,3.59952951103291,1,HIGHDIVERSITY_LANAPDB,HighDiv_1597
CCCC1=CC2=CC([S@+]([O-])C3=CC(O)=C(I)C=C3O)=CC=C2OC1=O,12/000000078,"InChI=1S/C18H15IO5S/c1-2-3-10-6-11-7-12(4-5-16(11)24-18(10)22)25(23)17-9-14(20)13(19)8-15(17)21/h4-9,20-21H,2-3H2,1H3/t25-/m0/s1",C18H15O5SI,470.0,2.95,5.12,6.02,21.7,-100.0,3.5549529693033595,1,HIGHDIVERSITY_LANAPDB,HighDiv_1598
O=C1OC2=CC=C([S@+]([O-])C3=CC(O)=C(I)C=C3O)C=C2C=C1CO,12/000000176,"InChI=1S/C16H11IO6S/c17-11-5-13(20)15(6-12(11)19)24(22)10-1-2-14-8(4-10)3-9(7-18)16(21)23-14/h1-6,18-20H,7H2/t24-/m0/s1",C16H11O6SI,458.0,1.3,5.11,4.36,21.7,-80.0,3.631116993790495,1,HIGHDIVERSITY_LANAPDB,HighDiv_1599
C=CC1=C([N+](=O)[O-])OC=C1C1=C(O)C(O)=CC(F)=C1,12/000000032,"InChI=1S/C12H8FNO5/c1-2-7-9(5-19-12(7)14(17)18)8-3-6(13)4-10(15)11(8)16/h2-5,15-16H,1H2",C12H8NO5F,265.0,2.41,5.11,4.84,2.22,-120.0,3.254842608682888,1,HIGHDIVERSITY_LANAPDB,HighDiv_1600
N=C1SC(C2=C(C(N)=O)C(CO)=CC=C2S)=CN1CCl,10/000000082,"InChI=1S/C12H12ClN3O2S2/c13-5-16-3-8(20-12(16)15)10-7(19)2-1-6(4-17)9(10)11(14)18/h1-3,15,17,19H,4-5H2,(H2,14,18)/b15-12+",C12H12N3O2S2Cl,329.0,1.94,5.11,9.81,3.58,-120.0,3.6663952825709254,1,HIGHDIVERSITY_LANAPDB,HighDiv_1601
C=C1CC2=CC([S@+]([O-])C3=CC(O)=C(I)C=C3O)=CC=C2N1,12/000000055,"InChI=1S/C15H12INO3S/c1-8-4-9-5-10(2-3-12(9)17-8)21(20)15-7-13(18)11(16)6-14(15)19/h2-3,5-7,17-19H,1,4H2/t21-/m0/s1",C15H12NO3SI,413.0,2.67,5.1,3.88,17.9,-40.0,3.9332411210597504,1,HIGHDIVERSITY_LANAPDB,HighDiv_1602
O=C1C=CC2=CC([S@+]([O-])C3=CC(O)=C(I)C=C3O)=CC(O)=C2O1,12/000000222,"InChI=1S/C15H9IO6S/c16-9-5-11(18)13(6-10(9)17)23(21)8-3-7-1-2-14(20)22-15(7)12(19)4-8/h1-6,17-19H/t23-/m0/s1",C15H9O6SI,444.0,1.79,5.1,4.8,21.1,-80.0,3.715262624112972,1,HIGHDIVERSITY_LANAPDB,HighDiv_1603
O=C(O)C1=CC=C(CO)C(S)=C1C1=CC=C(CC2=NC=CN=C2)C=C1,10/000000014,"InChI=1S/C19H16N2O3S/c22-11-14-5-6-16(19(23)24)17(18(14)25)13-3-1-12(2-4-13)9-15-10-20-7-8-21-15/h1-8,10,22,25H,9,11H2,(H,23,24)",C19H16N2O3S,352.0,2.48,5.09,7.03,18.1,-160.0,2.597727725884118,1,HIGHDIVERSITY_LANAPDB,HighDiv_1604
[O-][S@@+](C1=CC=C(O)C(C2=NC=CC=C2)=C1)C1=CC(O)=C(I)C=C1O,12/000000144,"InChI=1S/C17H12INO4S/c18-12-8-16(22)17(9-15(12)21)24(23)10-4-5-14(20)11(7-10)13-3-1-2-6-19-13/h1-9,20-22H/t24-/m0/s1",C17H12NO4SI,453.0,2.81,5.07,5.03,17.9,-160.0,3.419120260672867,1,HIGHDIVERSITY_LANAPDB,HighDiv_1605
C=C(C)CC1=CC2=CC([S@+]([O-])C3=CC(O)=C(I)C=C3O)=CC=C2OC1=O,12/000000191,"InChI=1S/C19H15IO5S/c1-10(2)5-12-6-11-7-13(3-4-17(11)25-19(12)23)26(24)18-9-15(21)14(20)8-16(18)22/h3-4,6-9,21-22H,1,5H2,2H3/t26-/m0/s1",C19H15O5SI,482.0,2.62,5.07,6.94,23.3,-100.0,3.720202116179336,1,HIGHDIVERSITY_LANAPDB,HighDiv_1606
O=C(CCC1=CN=CC=C1)NCC1=CC(C2=CC=C(O)C([N+](=O)[O-])=C2)=CN1,25/000000022,"InChI=1S/C19H18N4O4/c24-18-5-4-14(9-17(18)23(26)27)15-8-16(21-11-15)12-22-19(25)6-3-13-2-1-7-20-10-13/h1-2,4-5,7-11,21,24H,3,6,12H2,(H,22,25)",C19H18N4O4,366.0,2.02,5.07,3.1,4.94,-160.0,2.54197751028957,1,HIGHDIVERSITY_LANAPDB,HighDiv_1607
C=CC[C@H]1NCC2=CC=C([S@+]([O-])C3=CC(O)=C(I)C=C3O)C=C21,12/000000316,"InChI=1S/C17H16INO3S/c1-2-3-14-12-6-11(5-4-10(12)9-19-14)23(22)17-8-15(20)13(18)7-16(17)21/h2,4-8,14,19-21H,1,3,9H2/t14-,23+/m1/s1",C17H16NO3SI,441.0,2.52,5.07,3.91,19.1,-190.0,4.231163673739519,1,HIGHDIVERSITY_LANAPDB,HighDiv_1608
O=C(O)C1=CC(C2=CC([N+](=O)[O-])=CC=C2S)=CC=C1[N+](=O)[O-],10/000000091,"InChI=1S/C13H8N2O6S/c16-13(17)10-5-7(1-3-11(10)15(20)21)9-6-8(14(18)19)2-4-12(9)22/h1-6,22H,(H,16,17)",C13H8N2O6S,320.0,3.74,5.06,7.89,3.72,-186.0,2.4351374380211777,1,HIGHDIVERSITY_LANAPDB,HighDiv_1609
O=C1OCC2=CC([S@+]([O-])C3=CC(O)=C(I)C=C3O)=CC=C12,12/000000058,"InChI=1S/C14H9IO5S/c15-10-4-12(17)13(5-11(10)16)21(19)8-1-2-9-7(3-8)6-20-14(9)18/h1-5,16-17H,6H2/t21-/m0/s1",C14H9O5SI,416.0,2.07,5.0,3.88,18.3,-40.0,3.6317100865769927,1,HIGHDIVERSITY_LANAPDB,HighDiv_1610
O=C1OC2=CC=C([S@+]([O-])C3=CC(O)=C(I)C=C3O)C=C2C=C1CCl,12/000000335,"InChI=1S/C16H10ClIO5S/c17-7-9-3-8-4-10(1-2-14(8)23-16(9)21)24(22)15-6-12(19)11(18)5-13(15)20/h1-6,19-20H,7H2/t24-/m0/s1",C16H10O5SClI,476.0,2.58,5.0,5.02,22.2,-80.0,3.6749148958883975,1,HIGHDIVERSITY_LANAPDB,HighDiv_1611
O=C(O)C1=CC=CC(C2=C(S)C=CC([N+](=O)[O-])=C2)=C1F,10/000000077,"InChI=1S/C13H8FNO4S/c14-12-8(2-1-3-9(12)13(16)17)10-6-7(15(18)19)4-5-11(10)20/h1-6,20H,(H,16,17)",C13H8NO4SF,293.0,4.01,4.99,7.34,3.72,-160.0,2.4273850261606675,1,HIGHDIVERSITY_LANAPDB,HighDiv_1612
NC(=O)C1=CC2=C(O)C([S@+]([O-])C3=CC(O)=C(I)C=C3O)=CC=C2S1,12/000000201,"InChI=1S/C15H10INO5S2/c16-7-4-9(19)13(5-8(7)18)24(22)12-2-1-10-6(14(12)20)3-11(23-10)15(17)21/h1-5,18-20H,(H2,17,21)/t24-/m0/s1",C15H10NO5S2I,475.0,1.29,4.99,5.42,23.8,-40.0,3.790264395619437,1,HIGHDIVERSITY_LANAPDB,HighDiv_1613
O=NC1=CC(OCCS)=C(Cl)C(CCC2=CC(F)=C(O)C([N+](=O)[O-])=C2)=C1,11/000000038,"InChI=1S/C16H14ClFN2O5S/c17-15-10(7-11(19-22)8-14(15)25-3-4-26)2-1-9-5-12(18)16(21)13(6-9)20(23)24/h5-8,21,26H,1-4H2",C16H14N2O5SFCl,400.0,4.34,4.99,4.35,5.09,-20.0,3.194580085346651,1,HIGHDIVERSITY_LANAPDB,HighDiv_1614
O=C(O)C1=CC=C(CO)C(S)=C1C1=CC=C(CC2=NC=CN=C2)C=C1F,10/000000036,"InChI=1S/C19H15FN2O3S/c20-16-8-11(7-13-9-21-5-6-22-13)1-3-14(16)17-15(19(24)25)4-2-12(10-23)18(17)26/h1-6,8-9,23,26H,7,10H2,(H,24,25)",C19H15N2O3SF,370.0,2.64,4.97,5.49,20.8,-160.0,2.749815790833523,1,HIGHDIVERSITY_LANAPDB,HighDiv_1615
[O-][S@@+](C1=CC=CC(C2=NN=CO2)=C1)C1=CC(O)=C(I)C=C1O,12/000000195,"InChI=1S/C14H9IN2O4S/c15-10-5-12(19)13(6-11(10)18)22(20)9-3-1-2-8(4-9)14-17-16-7-21-14/h1-7,18-19H/t22-/m0/s1",C14H9N2O4SI,428.0,3.31,4.96,3.93,22.1,-120.0,3.6210142692971816,1,HIGHDIVERSITY_LANAPDB,HighDiv_1616
NC(=O)C1=CC2=CC([S@+]([O-])C3=CC(O)=C(I)C=C3O)=CC=C2OC1=O,12/000000151,"InChI=1S/C16H10INO6S/c17-10-5-12(20)14(6-11(10)19)25(23)8-1-2-13-7(3-8)4-9(15(18)21)16(22)24-13/h1-6,19-20H,(H2,18,21)/t25-/m0/s1",C16H10NO6SI,471.0,1.0,4.95,4.21,24.1,-80.0,3.5193047595846885,1,HIGHDIVERSITY_LANAPDB,HighDiv_1617
O=C1CSC2=CC([S@+]([O-])C3=CC(O)=C(I)C=C3O)=CC(O)=C2N1,12/000000187,"InChI=1S/C14H10INO5S2/c15-7-3-9(18)12(4-8(7)17)23(21)6-1-10(19)14-11(2-6)22-5-13(20)16-14/h1-4,17-19H,5H2,(H,16,20)/t23-/m0/s1",C14H10NO5S2I,463.0,1.23,4.93,5.1,22.2,-80.0,4.0442472394975875,1,HIGHDIVERSITY_LANAPDB,HighDiv_1618
O=[N+]([O-])C1=C(CNO)N(C[C@H](O)C2=CC=C3SN=CC3=C2)C=N1,7/000000004,"InChI=1S/C13H13N5O4S/c19-11(8-1-2-12-9(3-8)4-16-23-12)6-17-7-14-13(18(21)22)10(17)5-15-20/h1-4,7,11,15,19-20H,5-6H2/t11-/m0/s1",C13H13N5O4S,335.0,1.53,4.92,8.27,5.08,-190.0,3.8321178734789902,1,HIGHDIVERSITY_LANAPDB,HighDiv_1619
C=C[C@@H](OC(=O)/C=C\C1=NC2=C(C=CC=C2)N1)C(=O)O,5/000000002,"InChI=1S/C14H12N2O4/c1-2-11(14(18)19)20-13(17)8-7-12-15-9-5-3-4-6-10(9)16-12/h2-8,11H,1H2,(H,15,16)(H,18,19)/b8-7-/t11-/m1/s1",C14H12N2O4,272.0,1.4,4.9,6.6,5.09,-190.0,3.273422163014093,1,HIGHDIVERSITY_LANAPDB,HighDiv_1620
O=C(O)C1=CC=CC(C2=C(S)C=CC([N+](=O)[O-])=C2CCl)=C1,10/000000084,"InChI=1S/C14H10ClNO4S/c15-7-10-11(16(19)20)4-5-12(21)13(10)8-2-1-3-9(6-8)14(17)18/h1-6,21H,7H2,(H,17,18)",C14H10NO4SCl,323.0,4.31,4.9,8.51,3.58,-171.0,2.5719642682054484,1,HIGHDIVERSITY_LANAPDB,HighDiv_1621
NCCOC1=C(Cl)C(C[C@@H](S)C2=CC(F)=C(O)C([N+](=O)[O-])=C2)=CC=C1,11/000000058,"InChI=1S/C16H16ClFN2O4S/c17-15-9(2-1-3-13(15)24-5-4-19)8-14(25)10-6-11(18)16(21)12(7-10)20(22)23/h1-3,6-7,14,21,25H,4-5,8,19H2/t14-/m1/s1",C16H16N2O4SFCl,386.0,3.54,4.89,4.15,4.94,-170.0,3.409895709810934,1,HIGHDIVERSITY_LANAPDB,HighDiv_1622
